temperature,vibration,humidity,pressure,energy_consumption,maintenance_required
57.37,14.56,73.03,1.54,1.85,0
78.61,25.37,53.34,2.78,2.38,0
56.38,54.65,37.84,4.59,3.58,0
62.47,83.68,64.6,4.31,4.74,1
75.63,57.88,65.26,1.08,1.88,0
65.65,36.86,43.69,1.76,2.23,0
74.85,55.66,61.19,4.48,0.51,0
77.66,60.28,45.2,1.79,4.52,1
87.25,52.34,63.2,4.22,2.0,0
80.47,48.55,77.47,4.96,4.48,0
81.98,38.43,46.25,2.12,2.38,0
75.23,38.86,42.12,1.17,3.3,0
57.46,35.61,70.93,1.71,2.68,1
79.6,21.02,40.3,3.1,0.67,0
89.7,56.1,54.44,4.19,2.97,1
62.36,89.97,67.68,1.77,2.14,1
60.06,43.91,75.46,1.92,2.24,0
79.43,42.35,46.29,3.3,3.77,1
51.3,24.15,50.98,3.05,2.2,0
71.54,48.22,55.6,3.24,2.02,0
80.97,36.07,53.54,4.55,4.2,0
86.86,46.82,71.32,3.53,0.55,0
89.72,52.32,79.16,3.6,3.11,1
67.33,53.05,64.08,1.36,4.42,1
67.79,56.97,30.35,3.9,4.56,1
86.17,36.13,62.46,4.09,3.89,0
75.19,74.1,68.58,2.05,4.0,1
78.86,62.62,41.81,2.51,2.65,0
65.61,69.03,65.62,4.32,4.41,0
78.66,47.55,35.6,1.58,3.57,0
72.61,37.8,48.66,1.51,3.94,0
75.37,67.11,45.5,1.94,1.81,1
82.72,60.13,64.55,4.27,2.78,0
79.93,53.43,62.14,1.68,2.71,0
85.47,18.69,64.42,2.38,3.17,0
68.83,52.02,36.84,3.54,2.65,0
79.4,61.42,57.85,4.49,0.51,0
88.28,37.0,42.55,3.04,1.32,0
86.46,44.41,72.27,3.72,1.73,0
89.2,77.42,72.54,3.75,0.54,0
83.97,75.08,52.95,2.92,2.75,0
85.7,57.15,62.89,3.29,1.37,1
56.42,53.39,43.69,1.15,4.18,0
67.61,65.0,45.51,4.01,3.73,0
56.44,53.51,32.32,4.76,2.41,0
73.87,56.36,30.93,4.59,2.25,0
76.33,45.51,38.0,1.17,1.43,0
69.03,27.79,50.28,2.03,2.85,0
88.76,56.61,64.16,3.79,3.56,0
71.19,51.26,64.32,1.62,3.33,0
67.24,25.32,61.3,2.99,3.78,0
62.45,21.56,51.74,2.4,1.3,0
75.15,75.03,58.62,3.74,4.7,0
85.08,79.59,42.64,2.06,4.59,0
89.11,13.06,57.17,4.31,2.39,0
76.58,42.84,61.15,3.74,3.46,0
71.54,65.16,65.97,3.25,1.95,0
83.45,57.34,37.98,1.01,1.3,0
73.12,46.0,74.19,3.43,2.31,0
83.07,22.35,70.18,4.85,4.3,0
69.3,62.01,76.22,4.85,3.08,0
79.97,53.77,70.46,4.69,2.86,0
65.81,73.59,70.28,1.93,4.73,0
81.55,63.55,56.14,4.73,4.8,0
102.35,50.93,37.83,3.28,4.26,1
81.17,45.13,57.28,1.36,4.74,0
83.36,58.12,74.78,4.67,4.55,0
62.51,49.3,61.47,3.2,2.51,0
72.14,42.81,48.34,1.98,4.85,1
63.04,61.88,64.13,4.01,4.0,1
72.51,69.52,33.15,1.64,0.76,0
82.92,62.29,78.3,3.12,3.71,0
76.93,63.23,43.76,4.83,2.42,0
68.15,100.05,62.52,2.94,1.28,1
67.79,32.08,52.38,1.35,3.32,0
70.13,52.4,52.88,4.5,1.87,0
82.56,56.51,53.59,1.76,2.33,0
68.5,55.83,70.53,3.29,1.04,0
93.39,29.06,59.0,1.99,3.38,1
68.68,40.17,58.04,1.54,4.0,0
60.31,41.69,32.97,2.49,0.89,0
82.33,50.61,49.12,2.5,2.72,0
85.18,39.89,68.22,1.63,1.64,0
86.9,33.25,30.94,3.23,2.97,0
75.77,41.82,42.39,1.43,3.05,0
70.95,54.08,46.92,3.22,3.08,0
71.76,53.57,58.22,4.89,4.37,0
67.48,59.06,54.4,1.42,4.22,0
57.16,49.05,30.54,2.39,2.39,0
74.56,42.82,32.26,4.84,4.6,0
86.83,29.78,32.8,1.08,0.77,1
68.18,21.33,62.35,3.85,1.72,0
84.51,49.4,69.79,1.87,0.61,1
67.78,43.32,46.1,4.06,3.75,0
73.77,22.52,37.9,1.78,4.14,0
92.31,18.28,73.44,3.04,2.06,1
63.22,57.42,58.39,3.5,4.26,0
71.56,45.99,68.5,3.48,3.21,0
70.98,63.96,73.18,2.31,4.37,0
53.97,57.76,38.85,1.63,4.81,0
66.37,61.72,57.31,4.03,2.75,1
81.38,47.23,61.42,1.78,1.78,0
78.07,74.95,67.22,1.25,2.73,0
75.34,54.19,32.92,2.16,2.91,0
68.57,42.92,67.36,3.99,1.51,0
88.11,76.07,35.96,2.67,4.76,0
67.8,59.04,60.53,2.81,4.85,0
81.81,51.24,48.5,4.87,1.23,0
76.28,42.02,61.23,1.0,1.87,0
70.54,86.53,33.6,4.77,3.05,1
92.4,43.81,44.03,4.98,1.61,1
99.15,67.62,61.26,2.39,2.96,1
84.53,48.85,79.43,4.78,3.46,0
78.97,64.43,31.34,3.77,0.5,0
75.27,62.95,67.57,2.74,3.04,0
80.81,34.09,72.78,3.78,3.65,0
66.93,44.71,42.82,2.83,0.66,0
88.02,71.22,63.96,1.18,1.94,0
70.8,56.59,62.1,4.36,3.31,0
67.88,48.5,58.16,2.05,2.88,0
77.65,50.58,40.37,3.87,3.78,0
70.61,26.12,57.76,4.95,4.62,0
64.3,42.56,79.46,4.1,0.72,0
85.37,18.91,36.22,3.11,3.88,1
69.88,40.91,34.69,3.24,3.83,0
78.73,27.07,63.29,4.47,3.97,0
66.42,95.12,46.34,1.19,4.91,1
77.4,55.12,30.39,3.51,3.14,0
76.61,60.73,30.65,1.97,3.19,0
81.3,37.63,55.46,2.46,2.5,0
81.42,46.71,75.19,4.95,2.18,0
62.96,53.08,62.07,1.7,2.22,0
65.49,56.48,54.42,1.84,5.0,0
74.0,43.13,47.53,3.41,2.23,1
77.79,39.49,31.68,1.24,3.37,0
80.49,58.82,56.35,3.55,3.99,0
70.34,30.7,40.55,3.37,1.48,0
82.89,53.09,39.45,2.39,1.67,0
63.85,36.31,62.45,1.11,3.63,0
82.49,40.0,49.97,4.45,0.72,0
94.78,25.22,48.06,3.2,2.48,1
71.6,39.34,34.54,3.69,1.84,1
76.09,54.45,34.97,4.73,4.56,0
57.42,61.34,65.79,3.59,3.37,0
89.05,26.88,75.01,3.17,2.42,0
66.79,57.77,56.46,3.32,3.05,0
80.8,50.96,33.93,4.1,2.11,0
80.73,73.55,38.67,3.13,2.73,1
47.55,51.15,75.01,2.12,3.21,1
87.83,46.3,43.57,1.85,1.27,0
94.46,40.79,34.33,4.23,4.75,1
97.08,40.36,66.18,2.28,3.07,1
81.51,31.9,60.43,4.22,3.5,1
54.23,79.65,73.92,3.76,3.14,0
60.11,66.59,40.47,2.1,2.59,0
75.43,47.76,40.92,3.78,1.34,0
74.46,79.77,34.08,4.57,1.71,0
82.91,72.8,79.69,1.19,4.3,0
80.02,51.22,40.36,2.07,3.1,0
72.03,76.08,69.98,1.27,2.83,0
70.39,47.54,30.2,1.5,2.78,0
65.78,59.38,67.44,2.64,1.85,0
70.66,51.89,79.18,2.97,1.87,0
84.84,55.93,59.93,2.49,0.82,0
69.77,44.25,53.63,1.21,3.8,1
71.4,54.83,30.45,3.64,1.76,0
86.68,27.73,64.04,3.0,3.45,1
86.57,52.08,74.91,1.23,3.37,0
76.18,10.96,42.82,4.98,2.67,0
76.43,42.45,45.8,4.93,3.09,1
83.0,42.85,62.5,2.47,1.67,0
68.19,37.38,43.97,3.66,1.99,0
64.51,52.37,42.28,4.63,4.61,0
79.3,34.99,72.3,4.39,2.8,0
77.05,62.32,38.11,4.28,4.3,0
49.81,76.34,53.56,4.36,4.2,0
76.8,51.7,46.48,4.51,0.98,0
84.47,37.14,38.01,3.61,1.78,0
74.34,69.1,60.69,4.51,1.22,0
92.28,18.98,48.42,3.56,2.87,1
70.32,34.05,65.9,1.79,1.76,0
80.71,58.7,31.33,3.54,4.23,0
89.82,70.32,45.38,1.98,3.84,0
75.97,65.27,65.7,1.45,4.47,1
84.79,29.31,38.88,3.22,1.41,0
63.37,52.9,67.5,2.89,1.86,0
71.88,48.27,65.1,3.94,1.07,0
50.84,76.79,35.25,4.38,3.38,0
66.35,51.12,63.43,4.46,4.79,0
68.24,88.22,77.5,4.77,1.91,1
65.07,30.84,60.64,1.74,0.67,1
62.85,11.41,30.85,2.9,1.19,0
76.3,53.24,66.67,2.55,3.35,0
79.37,23.22,74.25,3.83,3.79,0
78.74,63.41,69.72,1.48,2.36,0
74.14,37.6,55.88,3.32,3.87,0
70.03,60.77,45.16,1.53,2.38,0
86.45,34.49,47.59,3.95,3.79,0
91.36,18.49,70.07,2.39,3.99,1
65.44,63.24,72.23,4.14,3.68,0
72.45,60.37,77.33,3.01,4.67,0
63.58,36.34,58.62,3.51,2.74,1
79.04,41.6,36.82,4.52,2.0,0
76.37,45.77,33.77,2.97,0.87,0
82.07,52.68,52.16,2.28,3.29,0
85.53,43.88,69.77,2.65,0.57,0
68.73,45.28,53.19,4.49,3.41,0
78.11,63.81,75.55,3.18,3.49,0
78.72,52.45,67.42,2.67,1.55,0
56.18,57.75,59.94,3.81,4.6,0
80.7,58.92,72.33,3.0,4.1,0
60.42,72.42,57.72,2.1,3.05,0
75.36,44.55,34.94,3.04,3.83,0
74.22,55.03,50.09,2.51,1.6,0
84.16,55.15,75.43,4.88,1.05,0
70.81,59.48,47.81,3.31,4.56,0
90.21,66.43,64.94,3.08,1.82,1
73.8,27.96,79.06,4.95,2.84,0
93.63,48.77,41.11,4.03,1.08,1
77.59,16.06,78.22,4.58,4.62,0
88.64,58.83,78.02,1.29,2.47,1
67.02,64.32,57.2,4.1,4.64,0
79.45,15.1,31.4,2.59,4.4,0
83.92,34.32,52.09,4.81,3.36,1
73.42,63.95,61.55,3.85,3.53,0
76.77,30.56,30.23,1.65,1.17,0
74.26,39.33,39.34,2.84,3.05,0
75.34,58.4,74.56,3.62,1.66,0
76.38,51.58,35.98,4.75,4.72,0
73.07,26.9,62.05,4.15,1.9,0
85.01,72.24,32.62,3.01,1.4,0
86.75,61.47,75.9,4.38,3.24,0
68.22,38.47,73.25,1.92,1.14,0
96.37,38.08,68.2,4.4,2.3,1
66.4,34.12,30.35,2.29,0.72,0
68.93,61.65,32.62,2.51,1.31,0
74.16,10.75,41.64,1.05,4.5,0
84.34,77.0,37.76,1.86,3.24,1
89.85,27.44,45.1,2.25,0.56,0
79.33,47.67,77.24,2.72,3.88,0
59.19,40.21,46.56,2.76,4.4,0
67.64,49.76,40.94,4.82,4.27,0
57.79,64.81,48.5,4.46,2.49,0
72.88,33.6,75.53,1.87,0.99,0
87.35,38.0,63.45,4.79,3.92,0
81.4,60.54,54.29,1.79,4.05,0
55.74,32.69,74.32,4.25,0.91,0
67.08,45.36,69.84,2.72,3.19,0
57.08,47.78,32.45,3.28,2.42,0
78.23,49.6,63.58,1.98,2.11,0
84.45,42.07,78.5,1.3,2.36,0
81.33,60.57,38.53,2.11,2.97,0
85.62,64.41,79.67,2.33,3.14,0
81.39,35.28,58.36,3.0,2.45,0
77.01,59.62,61.69,3.07,1.69,0
51.45,46.62,30.87,2.53,4.4,0
54.18,43.28,76.0,4.28,1.15,0
72.08,8.1,58.23,1.35,2.69,1
72.12,38.63,41.98,1.6,2.72,0
86.9,59.63,52.0,3.46,3.37,0
68.51,33.67,49.42,4.21,0.77,0
73.24,68.75,70.56,1.05,2.88,0
87.5,14.37,55.33,3.34,2.04,0
74.8,16.13,32.33,3.43,1.02,0
83.95,61.72,43.74,4.03,3.25,1
78.92,52.69,75.62,4.45,0.9,0
81.47,52.69,30.24,3.07,0.58,1
58.52,45.45,49.53,4.73,4.77,0
76.33,58.67,71.54,1.5,0.51,0
85.14,54.21,69.79,1.15,0.73,1
78.42,31.31,60.15,1.03,3.98,0
95.57,70.15,55.3,3.24,2.68,1
66.79,45.15,51.01,1.95,1.38,1
81.48,55.77,36.62,2.35,3.42,0
77.81,23.82,74.42,1.44,2.01,0
91.04,55.81,37.21,3.34,3.35,1
77.4,14.87,47.18,1.39,2.42,0
84.09,39.22,45.77,2.92,3.21,0
79.21,61.39,54.63,3.6,4.01,0
67.24,34.99,41.21,5.0,3.33,0
76.48,25.93,52.3,4.75,0.88,0
89.99,55.17,45.87,4.9,3.61,0
68.75,50.49,37.02,2.99,1.74,0
99.74,58.53,52.66,1.98,2.27,1
64.03,54.82,32.84,3.5,4.03,0
74.24,27.03,60.94,3.88,3.11,0
77.93,44.08,63.56,2.47,4.8,0
81.14,48.4,74.16,1.8,1.86,0
60.95,30.83,65.4,4.35,4.13,1
71.04,70.29,56.09,2.08,1.39,1
56.43,52.34,77.08,2.06,4.73,0
74.74,66.91,48.62,2.32,0.7,0
85.39,45.6,59.3,3.36,1.82,0
70.53,40.67,55.23,4.25,2.85,1
91.28,50.39,40.24,1.02,1.13,1
59.98,24.01,54.39,2.46,4.58,0
84.26,50.84,34.34,4.5,0.63,0
83.59,25.2,37.04,4.24,2.9,0
83.9,42.76,60.96,1.76,1.99,0
78.69,38.98,61.97,1.91,2.3,0
76.48,47.05,78.22,1.52,4.81,0
77.6,52.46,53.37,4.31,2.2,1
90.29,38.05,69.13,4.11,3.88,1
83.7,43.91,30.15,1.83,1.59,0
72.04,34.48,41.36,1.32,3.51,0
69.29,58.9,43.03,1.87,1.97,0
67.06,67.56,52.53,1.5,1.21,0
63.34,59.16,77.87,3.48,0.59,0
70.81,37.02,68.26,4.27,3.63,1
83.27,78.82,59.8,2.46,1.67,0
88.82,43.62,31.88,4.62,1.58,0
94.2,34.69,36.63,1.01,1.71,1
77.61,32.45,32.03,3.18,2.18,0
90.12,50.56,30.71,3.04,3.11,1
51.67,69.95,47.31,3.72,4.34,0
68.77,53.74,53.01,4.99,1.8,0
70.95,43.01,32.97,4.53,2.02,0
78.54,70.45,76.26,2.96,1.24,1
84.51,61.39,59.47,4.14,3.01,0
61.53,60.72,54.0,4.69,3.87,0
68.74,31.98,42.47,3.15,2.22,0
76.86,64.07,31.45,1.23,4.02,0
59.95,49.39,53.31,1.08,3.83,0
70.13,47.36,55.14,1.4,3.49,0
68.26,37.43,30.22,2.75,3.95,0
74.37,41.58,65.83,2.7,3.03,0
84.05,41.29,30.56,2.96,3.2,0
75.42,51.99,72.36,4.3,1.4,0
74.88,33.11,71.37,1.03,2.85,0
84.3,48.99,51.26,4.53,3.95,0
93.99,28.49,69.0,2.67,2.21,1
71.01,24.22,53.91,4.9,1.34,0
73.08,35.87,64.22,4.47,3.79,0
78.92,35.7,60.44,1.32,1.17,0
78.13,47.75,71.09,2.92,1.97,0
75.38,47.69,67.67,3.72,2.04,0
67.76,44.7,42.26,4.56,3.45,0
65.58,67.4,34.08,4.18,4.81,0
63.32,53.67,44.73,2.15,4.06,0
101.68,64.59,73.65,3.37,4.67,1
64.7,54.15,56.46,3.61,1.1,0
73.23,45.12,76.19,2.77,4.66,0
91.43,13.9,37.12,1.21,0.54,1
77.47,57.6,58.96,4.85,2.26,0
73.7,55.45,52.59,4.46,0.82,0
75.51,69.08,49.04,2.89,1.19,0
65.24,27.94,41.19,1.47,3.52,0
44.6,37.82,40.74,1.66,1.56,1
62.35,43.9,30.92,1.71,3.68,0
66.09,8.95,47.64,3.58,4.11,0
77.76,27.19,40.77,3.49,1.17,0
89.37,31.31,70.54,4.1,4.39,0
76.43,26.51,74.31,3.31,1.17,0
82.64,50.91,69.14,4.09,0.98,0
89.32,54.78,54.87,1.42,1.21,0
75.78,52.27,34.1,1.69,3.58,0
89.9,22.97,32.28,1.21,3.29,1
76.93,81.32,32.28,1.3,2.29,1
76.5,48.52,64.13,1.0,0.65,0
78.72,19.51,64.59,2.7,1.53,0
61.0,74.34,37.8,3.68,3.5,1
75.99,40.28,62.13,4.31,1.71,0
66.51,55.29,67.41,2.42,1.35,0
92.85,54.78,63.1,3.47,3.69,1
77.78,34.73,36.21,3.28,0.6,1
82.95,61.83,69.44,2.68,4.31,0
63.55,77.68,43.96,4.82,2.55,0
69.11,59.99,63.13,3.61,3.8,0
56.51,38.01,51.83,4.72,2.82,0
76.66,39.88,48.72,3.97,4.59,0
99.32,40.23,52.3,3.71,3.89,1
85.8,40.56,49.14,3.41,1.39,0
59.55,40.08,43.53,1.62,4.73,0
77.57,67.11,47.48,2.6,4.52,0
69.7,50.21,51.32,1.93,2.99,1
78.32,68.23,74.05,3.96,2.05,0
60.28,41.51,43.75,4.79,3.83,0
97.46,19.48,61.79,1.38,1.21,1
63.96,57.36,65.21,2.63,3.38,0
71.35,47.07,45.91,1.13,3.64,0
62.24,43.68,34.87,2.91,1.61,1
43.97,42.4,30.06,4.47,2.92,0
80.73,58.1,57.64,3.44,2.05,0
81.94,41.72,31.22,3.15,2.82,1
68.83,11.23,73.47,2.43,3.62,0
102.41,19.34,66.94,2.1,2.01,1
55.26,76.73,43.63,1.64,3.3,0
70.89,34.1,42.07,4.88,2.18,0
61.41,46.83,73.39,2.1,1.48,0
70.53,46.74,56.73,3.63,2.29,0
58.18,40.36,67.26,2.89,4.05,0
88.6,65.01,37.66,3.68,3.22,0
81.12,8.27,75.68,4.3,4.93,0
78.61,59.32,78.11,2.38,1.28,0
76.96,49.52,45.56,4.01,0.93,0
80.28,30.33,58.76,4.03,2.4,1
71.46,44.28,36.16,3.8,4.32,0
58.05,71.37,32.56,2.66,0.81,0
52.84,64.88,52.6,1.38,1.85,0
72.28,54.52,41.93,4.53,3.4,0
76.8,49.23,52.91,4.61,3.24,0
85.81,32.09,45.6,2.51,0.83,0
83.62,36.09,78.82,3.32,0.99,0
68.9,53.2,71.6,4.85,0.62,0
71.66,55.9,44.17,3.08,1.57,0
61.73,36.44,49.3,2.35,1.4,0
82.78,42.9,45.72,4.85,0.75,0
64.63,75.26,57.57,1.77,4.86,0
76.39,37.98,59.48,2.23,3.84,0
78.82,66.0,55.35,3.03,0.66,1
88.56,44.92,49.29,3.63,4.92,0
90.1,52.8,34.78,3.09,3.99,1
68.56,51.12,42.09,2.5,4.73,0
74.06,28.82,48.98,1.14,2.23,0
60.06,56.57,33.09,4.28,2.73,0
80.97,21.87,42.39,3.82,1.89,0
76.54,38.19,59.52,3.88,1.96,1
90.61,45.21,61.5,1.32,1.38,1
75.31,56.35,62.22,1.19,1.56,0
75.9,40.04,65.23,3.38,1.16,0
77.23,77.54,65.19,3.53,3.5,0
77.74,53.9,30.7,2.63,2.63,0
69.9,73.98,56.72,4.34,2.82,0
81.35,74.14,40.84,4.46,2.7,1
87.36,28.17,53.34,4.61,2.28,0
75.68,44.14,65.97,4.57,4.26,0
85.08,60.43,77.8,1.83,1.42,0
80.83,39.89,42.35,3.21,3.64,0
64.86,43.99,49.83,2.94,3.7,0
76.34,47.78,77.94,3.14,2.9,0
75.01,60.96,35.54,3.08,3.82,0
77.32,44.44,64.13,1.45,2.13,0
70.17,38.27,53.7,4.7,4.32,0
87.89,44.84,66.02,1.97,2.33,0
70.37,69.18,54.56,2.66,4.9,0
82.6,49.15,46.7,3.21,3.84,0
67.38,52.03,41.35,4.6,3.28,0
59.52,76.69,48.44,2.62,3.6,1
77.4,34.79,36.38,2.22,4.59,0
86.01,80.46,44.49,4.29,2.8,1
94.33,62.71,51.71,2.44,0.99,1
63.89,44.47,44.98,2.08,2.88,0
75.44,36.43,41.65,2.62,1.23,0
79.69,61.96,58.94,3.75,3.12,0
83.86,42.77,32.59,2.41,2.83,0
76.69,70.79,54.28,3.2,2.99,0
83.6,56.06,47.98,2.17,0.65,0
78.99,42.57,74.06,2.35,1.93,0
68.16,28.25,54.31,1.84,0.64,0
64.47,107.31,55.38,3.06,2.47,1
82.67,42.7,33.99,4.05,2.86,0
60.58,12.04,30.72,4.79,0.72,0
80.02,16.82,38.35,2.33,0.6,1
75.18,37.77,40.82,2.03,1.23,0
70.83,33.75,52.53,2.28,4.01,0
84.28,48.48,50.7,2.43,1.57,0
95.51,59.94,73.28,2.59,4.57,1
57.76,31.65,32.76,2.75,1.36,0
83.63,71.32,49.1,4.2,3.72,1
73.4,47.23,56.03,1.74,1.71,0
72.82,61.48,49.02,1.46,2.65,0
83.28,57.66,49.34,4.23,2.96,0
62.58,37.11,64.03,3.47,4.94,0
84.03,41.95,40.31,1.58,1.19,0
90.33,41.96,52.26,4.07,3.54,1
60.47,50.44,38.59,1.84,4.32,0
87.16,66.17,55.35,1.9,1.46,0
78.6,57.13,32.71,2.1,2.38,0
64.02,19.72,64.12,2.07,2.96,0
95.06,50.71,40.25,4.63,3.13,1
91.74,51.52,33.3,1.01,3.94,1
67.83,50.63,40.3,1.38,2.66,0
67.38,69.32,51.55,2.03,4.11,0
60.14,40.03,46.79,2.07,4.46,1
84.53,27.16,76.74,1.78,1.75,0
87.9,26.91,47.81,3.17,4.83,1
77.79,65.47,44.29,3.11,3.03,0
70.25,37.67,57.6,2.33,2.8,0
55.71,17.88,71.56,1.76,1.04,0
93.56,65.65,55.18,2.52,1.24,1
69.29,62.62,47.19,4.91,1.55,0
73.22,19.96,43.43,1.94,4.28,0
84.91,34.29,35.63,4.6,4.17,0
77.21,38.15,51.91,2.48,2.96,0
71.64,55.97,43.05,2.5,4.17,0
66.44,33.98,55.7,1.12,1.72,0
61.11,64.5,34.51,4.3,2.67,1
80.39,56.17,44.59,2.89,0.72,0
72.9,40.96,66.77,1.96,2.68,0
83.2,64.8,58.95,3.54,2.46,0
66.6,48.24,43.39,2.77,1.54,0
57.01,64.38,44.59,4.29,1.66,0
58.57,45.7,58.45,3.52,1.77,0
87.15,41.03,56.65,4.51,1.72,0
90.14,67.51,30.25,3.91,4.79,1
81.67,49.36,60.44,3.39,1.69,1
79.74,32.02,76.74,1.82,1.15,0
73.73,53.96,60.74,3.59,1.48,0
63.23,53.88,75.21,2.62,2.72,0
74.53,28.22,45.3,4.66,0.96,0
72.75,43.34,33.69,1.05,3.94,1
77.27,45.76,47.24,4.31,0.64,1
75.15,76.85,41.97,2.76,3.85,0
67.77,52.22,77.68,4.96,3.34,1
79.24,58.63,37.7,4.61,3.21,0
70.13,80.1,54.62,1.1,2.11,1
86.99,53.51,45.79,2.3,0.81,0
77.68,44.6,73.19,4.74,2.11,0
89.94,79.28,73.02,4.35,0.84,0
73.26,53.93,51.5,4.66,4.97,0
78.33,54.45,58.35,3.69,1.1,0
79.2,42.15,30.98,3.0,3.18,1
86.01,39.08,34.12,2.62,3.67,0
68.67,43.04,74.05,3.75,0.51,0
57.19,69.43,43.03,2.81,0.79,0
91.29,48.84,74.2,1.79,2.46,1
77.13,58.48,74.65,3.8,0.77,0
77.44,51.82,36.39,1.75,3.02,0
65.4,40.63,74.38,4.7,2.24,0
77.75,40.81,44.5,3.23,2.37,0
84.74,42.85,52.01,1.67,4.77,0
74.73,41.78,71.47,3.82,0.59,0
87.29,17.52,35.12,3.76,2.74,1
74.82,69.14,72.1,1.96,4.78,0
73.85,49.02,46.62,3.34,0.65,0
46.57,60.83,67.33,4.45,2.6,0
57.0,67.96,51.42,1.66,0.87,0
79.04,43.34,35.76,4.22,3.9,0
86.57,41.41,52.32,1.81,0.78,1
74.52,72.53,33.97,2.99,3.25,0
72.22,41.09,47.16,1.35,1.06,0
55.28,39.22,47.54,1.94,2.73,0
97.43,31.18,61.05,4.59,1.75,1
77.3,67.52,59.49,2.74,3.88,1
74.32,32.68,51.75,2.38,4.54,0
68.1,38.91,36.25,1.47,3.41,0
79.9,34.2,64.35,1.31,1.84,0
69.18,59.73,49.77,4.96,3.63,0
71.96,43.68,63.53,4.35,3.7,1
72.94,15.69,47.95,1.19,1.58,0
87.08,41.41,48.66,1.93,1.24,1
79.33,52.54,49.11,2.75,1.23,0
69.07,48.52,77.66,2.23,4.24,0
85.24,50.57,49.61,3.84,3.02,0
77.92,52.32,30.96,3.5,2.47,0
72.39,55.68,64.43,4.73,1.43,0
86.51,41.61,42.76,2.22,3.94,1
80.06,68.69,52.07,1.26,5.0,0
82.32,47.25,56.75,3.55,4.17,0
60.37,45.17,65.24,2.43,0.59,0
70.54,69.43,79.25,3.64,2.12,0
69.83,22.75,30.08,2.22,2.95,0
83.7,35.2,75.62,4.62,4.32,0
59.47,28.99,58.15,1.4,4.07,0
79.21,53.76,75.97,4.86,4.25,0
83.13,74.35,36.67,1.08,4.28,0
78.94,57.86,79.11,4.47,1.32,0
74.51,52.96,62.24,1.47,4.49,0
61.44,54.74,43.37,4.1,3.23,1
73.26,61.44,74.45,3.55,1.85,0
81.33,49.94,56.75,3.53,2.34,1
80.31,59.09,65.81,1.29,4.42,0
66.6,43.6,58.42,4.83,0.63,0
75.17,53.43,56.93,2.5,1.79,0
70.23,39.71,74.04,3.18,1.59,0
57.44,72.09,51.33,3.61,3.99,0
62.92,36.12,52.94,3.83,3.28,0
81.34,41.04,37.37,1.02,4.53,0
88.4,44.02,41.07,2.17,2.78,1
84.56,63.44,52.48,3.4,2.11,0
76.16,74.05,60.04,2.02,0.63,0
73.98,12.8,72.54,4.66,3.78,0
74.2,49.06,35.25,4.93,2.55,0
73.38,56.43,43.73,3.42,2.26,0
73.02,41.69,79.28,4.91,1.7,0
82.2,61.97,41.43,3.99,4.86,0
90.95,60.63,55.62,1.9,1.58,1
77.71,21.32,77.68,4.71,1.72,0
83.92,33.64,68.57,4.43,4.35,1
80.71,42.89,30.09,4.48,1.92,1
64.59,62.34,57.41,3.1,0.61,0
71.37,54.04,75.64,4.56,2.4,0
52.71,13.37,46.29,4.71,2.0,0
68.08,49.44,64.84,3.39,2.88,1
70.49,57.43,77.47,3.92,3.53,0
68.91,29.62,78.68,1.71,1.25,0
61.99,65.0,61.9,2.37,4.37,0
89.53,42.87,43.68,3.7,1.35,1
87.53,40.76,38.54,3.51,3.79,0
93.71,50.3,74.87,4.29,3.01,1
65.53,50.28,74.18,3.17,2.49,0
78.3,30.16,33.12,2.57,0.84,0
59.48,47.75,77.83,1.31,3.01,0
85.76,74.53,70.58,3.85,2.04,1
85.8,33.18,42.76,3.24,4.9,0
83.94,42.93,55.56,2.62,4.02,0
68.13,48.3,31.13,1.61,2.55,0
84.76,45.07,76.62,4.73,2.47,0
93.61,46.41,62.93,1.92,1.46,1
74.9,48.55,77.14,4.83,1.97,0
97.23,71.56,75.28,3.65,1.24,1
68.01,49.09,51.4,1.47,2.28,0
91.03,65.56,68.12,1.91,2.49,1
73.15,42.67,47.59,3.84,0.9,0
63.79,60.38,67.16,4.12,4.38,0
86.28,60.36,43.4,1.32,0.86,0
67.94,31.9,59.22,1.83,0.68,0
70.44,44.64,71.77,1.15,1.24,0
69.45,60.19,39.66,1.72,0.76,0
88.63,29.19,63.93,1.47,3.11,0
71.62,59.36,32.57,2.47,3.93,0
81.3,48.13,72.56,1.81,1.5,0
74.27,44.0,41.69,2.1,1.67,0
59.24,48.84,63.55,3.52,3.93,0
78.05,38.84,44.29,2.23,1.03,1
70.87,41.7,46.48,3.33,4.18,0
90.94,77.02,76.07,3.5,4.83,1
61.28,71.03,48.45,4.75,4.83,0
58.12,48.03,34.11,1.99,5.0,0
74.25,66.18,59.89,3.94,4.19,0
74.42,34.43,41.34,2.65,0.63,0
78.82,61.49,77.29,4.25,1.77,0
71.26,79.8,65.68,3.56,1.47,0
68.53,58.4,45.23,4.77,3.96,0
83.85,42.69,77.21,4.62,1.8,0
47.19,35.65,79.04,3.28,2.51,0
63.39,61.77,57.89,3.51,3.51,0
54.62,73.68,51.16,3.18,3.11,0
74.46,55.85,73.16,2.59,0.6,1
69.8,80.93,53.27,2.32,2.75,1
76.81,50.65,42.85,3.71,2.07,1
78.24,49.84,66.43,2.83,3.45,0
68.77,63.11,60.6,1.03,2.42,0
81.06,49.43,64.66,4.67,2.4,0
53.94,48.76,67.49,2.59,1.96,0
